240.0	1
240.01	1
240.02	1
240.03	1
240.04	1
240.05	1
240.06	1
240.07	1
240.08	1
240.09	1
240.1	1
240.11	1
240.12	1
240.13	1
240.14	1
240.15	1
240.16	1
240.17	1
240.18	1
240.19	1
240.2	1
240.21	1
240.22	1
240.23	1
240.24	1
240.25	1
240.26	1
240.27	1
240.28	1
240.29	1
240.3	1
240.31	1
240.32	1
240.33	1
240.34	1
240.35	1
240.36	1
240.37	1
240.38	1
240.39	1
240.4	1
240.41	1
240.42	1
240.43	1
240.44	1
240.45	1
240.46	1
240.47	1
240.48	1
240.49	1
240.5	1
240.51	1
240.52	1
240.53	1
240.54	1
240.55	1
240.56	1
240.57	1
240.58	1
240.59	1
240.6	1
240.61	1
240.62	1
240.63	1
240.64	1
240.65	1
240.66	1
240.67	1
240.68	1
240.69	1
240.7	1
240.71	1
240.72	1
240.73	1
240.74	1
240.75	1
240.76	1
240.77	1
240.78	1
240.79	1
240.8	1
240.81	1
240.82	1
240.83	1
240.84	1
240.85	1
240.86	1
240.87	1
240.88	1
240.89	1
240.9	1
240.91	1
240.92	1
240.93	1
240.94	1
240.95	1
240.96	1
240.97	1
240.98	1
240.99	1
241.0	1
241.01	1
241.02	1
241.03	1
241.04	1
241.05	1
241.06	1
241.07	1
241.08	1
241.09	1
241.1	1
241.11	1
241.12	1
241.13	1
241.14	1
241.15	1
241.16	1
241.17	1
241.18	1
241.19	1
241.2	1
241.21	1
241.22	1
241.23	1
241.24	1
241.25	1
241.26	1
241.27	1
241.28	1
241.29	1
241.3	1
241.31	1
241.32	1
241.33	1
241.34	1
241.35	1
241.36	1
241.37	1
241.38	1
241.39	1
241.4	1
241.41	1
241.42	1
241.43	1
241.44	1
241.45	1
241.46	1
241.47	1
241.48	1
241.49	1
241.5	1
241.51	1
241.52	1
241.53	1
241.54	1
241.55	1
241.56	1
241.57	1
241.58	1
241.59	1
241.6	1
241.61	1
241.62	1
241.63	1
241.64	1
241.65	1
241.66	1
241.67	1
241.68	1
241.69	1
241.7	1
241.71	1
241.72	1
241.73	1
241.74	1
241.75	1
241.76	1
241.77	1
241.78	1
241.79	1
241.8	1
241.81	1
241.82	1
241.83	1
241.84	1
241.85	1
241.86	1
241.87	1
241.88	1
241.89	1
241.9	1
241.91	1
241.92	1
241.93	1
241.94	1
241.95	1
241.96	1
241.97	1
241.98	1
241.99	1
242.0	1
242.01	1
242.02	1
242.03	1
242.04	1
242.05	1
242.06	1
242.07	1
242.08	1
242.09	1
242.1	1
242.11	1
242.12	1
242.13	1
242.14	1
242.15	1
242.16	1
242.17	1
242.18	1
242.19	1
242.2	1
242.21	1
242.22	1
242.23	1
242.24	1
242.25	1
242.26	1
242.27	1
242.28	1
242.29	1
242.3	1
242.31	1
242.32	1
242.33	1
242.34	1
242.35	1
242.36	1
242.37	1
242.38	1
242.39	1
242.4	1
242.41	1
242.42	1
242.43	1
242.44	1
242.45	1
242.46	1
242.47	1
242.48	1
242.49	1
242.5	1
242.51	1
242.52	1
242.53	1
242.54	1
242.55	1
242.56	1
242.57	1
242.58	1
242.59	1
242.6	1
242.61	1
242.62	1
242.63	1
242.64	1
242.65	1
242.66	1
242.67	1
242.68	1
242.69	1
242.7	1
242.71	1
242.72	1
242.73	1
242.74	1
242.75	1
242.76	1
242.77	1
242.78	1
242.79	1
242.8	1
242.81	1
242.82	1
242.83	1
242.84	1
242.85	1
242.86	1
242.87	1
242.88	1
242.89	1
242.9	1
242.91	1
242.92	1
242.93	1
242.94	1
242.95	1
242.96	1
242.97	1
242.98	1
242.99	1
243.0	1
243.01	1
243.02	1
243.03	1
243.04	1
243.05	1
243.06	1
243.07	1
243.08	1
243.09	1
243.1	1
243.11	1
243.12	1
243.13	1
243.14	1
243.15	1
